route_id,day_index,day_type,spot_id,spot_name,region_cluster,hub_id,hub_name,primary_slot,visit_hours,inbound_travel_hours_proxy,day_active_hours_proxy,overnight_hub_name,time_window_note,arrangement_note
Q4V2_R030,11,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,3.77,5.21,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R030,12,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R039,1,active,P024,喀什古城,南疆,H005,喀什市,morning,3.5,1.3,4.44,喀什市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,2,active,P040,奥依塔克冰川,南疆,H005,喀什市,morning,3.5,2.15,5.05,喀什市,10:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,3,active,P037,和田博物馆,南疆,H023,和田市,morning,2.5,6.74,5.74,和田市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,4,buffer_transfer,,机动缓冲/城市补给,南疆,H023,和田市,evening,0.0,0.8,2.2,和田市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R039,5,active,P039,千里葡萄长廊,南疆,H023,和田市,morning,1.5,0.4,1.79,和田市,00:00-24:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,6,active,P034,罗布人村寨,巴州-南疆北线,H007,库尔勒市,morning,2.5,8.5,5.74,库尔勒市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,7,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,6.4,4.99,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,8,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R039,9,active,P012,苏公塔,东疆,H002,吐鲁番市,morning,1.5,0.46,1.83,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,10,active,P011,高昌故城,东疆,H002,吐鲁番市,morning,2.5,0.8,3.07,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,11,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,0.59,2.93,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R039,12,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R041,1,active,P024,喀什古城,南疆,H005,喀什市,morning,3.5,1.3,4.44,喀什市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,2,active,P040,奥依塔克冰川,南疆,H005,喀什市,morning,3.5,2.15,5.05,喀什市,10:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,3,active,P027,帕米尔高原白沙湖,南疆,H021,塔什库尔干县(帕米尔高原),morning,2.5,2.36,4.2,塔什库尔干县(帕米尔高原),9:30-19:30,主景点预约入园；按分时策略拆分团队
Q4V2_R041,4,buffer_transfer,,机动缓冲/城市补给,南疆,H021,塔什库尔干县(帕米尔高原),evening,0.0,0.8,2.2,塔什库尔干县(帕米尔高原),not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R041,5,active,P037,和田博物馆,南疆,H023,和田市,morning,2.5,7.97,5.74,和田市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,6,active,P039,千里葡萄长廊,南疆,H023,和田市,morning,1.5,0.4,1.79,和田市,00:00-24:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,7,active,P034,罗布人村寨,巴州-南疆北线,H007,库尔勒市,morning,2.5,8.5,5.74,库尔勒市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,8,buffer_transfer,,机动缓冲/城市补给,巴州-南疆北线,H007,库尔勒市,evening,0.0,0.8,2.2,库尔勒市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R041,9,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,5.64,8.24,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,10,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,3.77,5.21,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,11,active,P008,赛里木湖,伊犁,H010,赛里木湖,morning,6.0,8.5,9.24,伊宁市(伊犁),8:00-22:00,主景点预约入园；按分时策略拆分团队
Q4V2_R041,12,buffer_transfer,,机动缓冲/城市补给,伊犁,H010,赛里木湖,evening,0.0,0.8,2.2,伊宁市(伊犁),not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R043,1,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,1.3,5.94,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,2,active,P035,江布拉克草原,乌鲁木齐周边,H001,乌鲁木齐市,afternoon,3.5,1.99,4.93,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,3,active,P002,达坂城古镇,乌鲁木齐周边,H003,达坂城镇,morning,2.5,3.83,5.25,乌鲁木齐市,9:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,4,active,P004,葡萄沟,东疆,H002,吐鲁番市,morning,3.0,1.3,3.93,吐鲁番市,8:30-19:30,主景点预约入园；按分时策略拆分团队
Q4V2_R043,5,active,P012,苏公塔,东疆,H002,吐鲁番市,morning,1.5,0.29,1.71,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,6,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R043,7,active,P005,坎儿井民俗园,东疆,H002,吐鲁番市,morning,1.5,0.26,1.69,吐鲁番市,8:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,8,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,0.22,1.91,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,9,active,P003,火焰山,东疆,H002,吐鲁番市,morning,2.5,0.86,3.12,吐鲁番市,8:00-21:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,10,active,P011,高昌故城,东疆,H002,吐鲁番市,morning,2.5,0.33,2.74,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,11,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,0.59,2.93,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R043,12,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R045,1,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,1.3,5.94,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R045,2,active,P002,达坂城古镇,乌鲁木齐周边,H003,达坂城镇,afternoon,2.5,2.13,4.03,乌鲁木齐市,9:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R045,3,buffer_transfer,,机动缓冲/城市补给,乌鲁木齐周边,H003,达坂城镇,evening,0.0,0.8,2.2,乌鲁木齐市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R045,4,active,P004,葡萄沟,东疆,H002,吐鲁番市,afternoon,3.0,1.3,3.93,吐鲁番市,8:30-19:30,主景点预约入园；按分时策略拆分团队
Q4V2_R045,5,active,P005,坎儿井民俗园,东疆,H002,吐鲁番市,morning,1.5,0.42,1.8,吐鲁番市,8:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R045,6,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R045,7,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,0.22,1.91,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R045,8,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R045,9,active,P003,火焰山,东疆,H002,吐鲁番市,morning,2.5,0.86,3.12,吐鲁番市,8:00-21:00,主景点预约入园；按分时策略拆分团队
Q4V2_R045,10,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R045,11,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,0.38,2.77,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R045,12,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R046,1,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,1.3,5.94,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,2,active,P002,达坂城古镇,乌鲁木齐周边,H003,达坂城镇,afternoon,2.5,2.13,4.03,乌鲁木齐市,9:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,3,active,P004,葡萄沟,东疆,H002,吐鲁番市,morning,3.0,1.3,3.93,吐鲁番市,8:30-19:30,主景点预约入园；按分时策略拆分团队
Q4V2_R046,4,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R046,5,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,0.54,2.14,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,6,active,P003,火焰山,东疆,H002,吐鲁番市,morning,2.5,0.86,3.12,吐鲁番市,8:00-21:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,7,active,P034,罗布人村寨,巴州-南疆北线,H007,库尔勒市,morning,2.5,6.67,5.74,库尔勒市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,8,buffer_transfer,,机动缓冲/城市补给,巴州-南疆北线,H007,库尔勒市,evening,0.0,0.8,2.2,库尔勒市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R046,9,active,P008,赛里木湖,伊犁,H010,赛里木湖,morning,6.0,8.5,9.24,伊宁市(伊犁),8:00-22:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,10,active,P017,果子沟大桥,伊犁,H010,赛里木湖,evening,1.5,0.82,2.09,伊宁市(伊犁),00:00-24:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,11,active,P024,喀什古城,南疆,H005,喀什市,morning,3.5,8.5,6.74,喀什市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R046,12,buffer_transfer,,机动缓冲/城市补给,南疆,H005,喀什市,evening,0.0,0.8,2.2,喀什市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R048,1,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,1.3,5.94,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,2,active,P035,江布拉克草原,乌鲁木齐周边,H001,乌鲁木齐市,afternoon,3.5,1.99,4.93,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,3,active,P002,达坂城古镇,乌鲁木齐周边,H003,达坂城镇,morning,2.5,3.83,5.25,乌鲁木齐市,9:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,4,buffer_transfer,,机动缓冲/城市补给,乌鲁木齐周边,H003,达坂城镇,evening,0.0,0.8,2.2,乌鲁木齐市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R048,5,active,P004,葡萄沟,东疆,H002,吐鲁番市,morning,3.0,1.3,3.93,吐鲁番市,8:30-19:30,主景点预约入园；按分时策略拆分团队
Q4V2_R048,6,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,0.54,2.14,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,7,active,P003,火焰山,东疆,H002,吐鲁番市,morning,2.5,0.86,3.12,吐鲁番市,8:00-21:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,8,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R048,9,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,0.38,2.77,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,10,active,P008,赛里木湖,伊犁,H010,赛里木湖,morning,6.0,8.5,9.24,伊宁市(伊犁),8:00-22:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,11,active,P017,果子沟大桥,伊犁,H010,赛里木湖,morning,1.5,0.82,2.09,伊宁市(伊犁),00:00-24:00,主景点预约入园；按分时策略拆分团队
Q4V2_R048,12,buffer_transfer,,机动缓冲/城市补给,伊犁,H010,赛里木湖,evening,0.0,0.8,2.2,伊宁市(伊犁),not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R051,1,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,1.3,3.44,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,2,active,P011,高昌故城,东疆,H002,吐鲁番市,morning,2.5,0.42,2.81,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,3,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R051,4,active,P012,苏公塔,东疆,H002,吐鲁番市,afternoon,1.5,0.9,2.15,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,5,active,P005,坎儿井民俗园,东疆,H002,吐鲁番市,morning,1.5,0.26,1.69,吐鲁番市,8:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,6,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R051,7,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,0.22,1.91,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,8,active,P030,库车王府,巴州-南疆北线,H020,库车市,afternoon,1.5,8.45,4.74,库车市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,9,buffer_transfer,,机动缓冲/城市补给,巴州-南疆北线,H020,库车市,evening,0.0,0.8,2.2,库车市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R051,10,active,P031,克孜尔石窟,巴州-南疆北线,H020,库车市,morning,2.5,1.27,3.42,库车市,9:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,11,active,P024,喀什古城,南疆,H005,喀什市,morning,3.5,7.56,6.74,喀什市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R051,12,buffer_transfer,,机动缓冲/城市补给,南疆,H005,喀什市,evening,0.0,0.8,2.2,喀什市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R053,1,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,1.3,3.44,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,2,active,P011,高昌故城,东疆,H002,吐鲁番市,morning,2.5,0.42,2.81,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,3,active,P012,苏公塔,东疆,H002,吐鲁番市,morning,1.5,0.9,2.15,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,4,buffer_transfer,,机动缓冲/城市补给,东疆,H002,吐鲁番市,evening,0.0,0.8,2.2,吐鲁番市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R053,5,active,P006,交河故城,东疆,H002,吐鲁番市,morning,1.75,0.39,2.03,吐鲁番市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,6,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,3.48,7.51,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,7,active,P008,赛里木湖,伊犁,H010,赛里木湖,morning,6.0,6.21,9.24,伊宁市(伊犁),8:00-22:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,8,buffer_transfer,,机动缓冲/城市补给,伊犁,H010,赛里木湖,evening,0.0,0.8,2.2,伊宁市(伊犁),not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R053,9,active,P030,库车王府,巴州-南疆北线,H020,库车市,morning,1.5,8.5,4.74,库车市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,10,active,P031,克孜尔石窟,巴州-南疆北线,H020,库车市,morning,2.5,1.27,3.42,库车市,9:30-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,11,active,P024,喀什古城,南疆,H005,喀什市,morning,3.5,7.56,6.74,喀什市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R053,12,buffer_transfer,,机动缓冲/城市补给,南疆,H005,喀什市,evening,0.0,0.8,2.2,喀什市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R063,1,active,P028,石头城遗址,南疆,H021,塔什库尔干县(帕米尔高原),morning,2.5,1.3,3.44,塔什库尔干县(帕米尔高原),9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,2,active,P027,帕米尔高原白沙湖,南疆,H021,塔什库尔干县(帕米尔高原),morning,2.5,1.47,3.56,塔什库尔干县(帕米尔高原),9:30-19:30,主景点预约入园；按分时策略拆分团队
Q4V2_R063,3,buffer_transfer,,机动缓冲/城市补给,南疆,H021,塔什库尔干县(帕米尔高原),evening,0.0,0.8,2.2,塔什库尔干县(帕米尔高原),not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R063,4,active,P040,奥依塔克冰川,南疆,H005,喀什市,morning,3.5,2.06,4.98,喀什市,10:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,5,active,P024,喀什古城,南疆,H005,喀什市,morning,3.5,2.14,5.04,喀什市,10:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,6,buffer_transfer,,机动缓冲/城市补给,南疆,H005,喀什市,evening,0.0,0.8,2.2,喀什市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R063,7,active,P034,罗布人村寨,巴州-南疆北线,H007,库尔勒市,morning,2.5,8.5,5.74,库尔勒市,9:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,8,active,P001,天山天池,乌鲁木齐周边,H011,天池风景区,morning,5.0,5.64,8.24,乌鲁木齐市,8:00-19:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,9,buffer_transfer,,机动缓冲/城市补给,乌鲁木齐周边,H011,天池风景区,evening,0.0,0.8,2.2,乌鲁木齐市,not_applicable,用于错峰、补给、天气/交通扰动吸收
Q4V2_R063,10,active,P013,吐峪沟麻扎村,东疆,H002,吐鲁番市,morning,2.5,3.77,5.21,吐鲁番市,8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,11,active,P014,霍城薰衣草花田,伊犁,H016,霍城县(惠远古城),morning,2.5,8.5,5.74,伊宁市(伊犁),8:00-20:00,主景点预约入园；按分时策略拆分团队
Q4V2_R063,12,buffer_transfer,,机动缓冲/城市补给,伊犁,H016,霍城县(惠远古城),evening,0.0,0.8,2.2,伊宁市(伊犁),not_applicable,用于错峰、补给、天气/交通扰动吸收
